arxiv_id_clean,ss_found,citation_count,influential_citations,reference_count,ss_pub_date,max_hindex,mean_hindex,last_author_hindex
2305.00606,1,5.0,0.0,31.0,2023-05-01,5.0,4.0,3.0
2305.00633,1,283.0,25.0,52.0,2023-05-01,31.0,14.857142857142858,12.0
2305.00833,1,40.0,0.0,50.0,2023-05-01,107.0,47.8,35.0
2305.00844,1,170.0,22.0,42.0,2023-05-01,33.0,11.333333333333334,33.0
2305.00926,1,4.0,0.0,42.0,2023-05-01,86.0,29.4,86.0
2305.00944,1,333.0,25.0,32.0,2023-05-01,85.0,38.5,85.0
2305.00948,1,17.0,2.0,83.0,2023-05-01,13.0,7.0,6.0
2305.00955,1,78.0,9.0,153.0,2023-05-01,92.0,22.90909090909091,19.0
2305.00969,1,15.0,4.0,20.0,2023-05-01,7.0,4.25,7.0
2305.01011,1,5.0,0.0,22.0,2023-05-01,34.0,16.0,34.0
2305.01020,1,18.0,0.0,59.0,2023-05-01,140.0,43.25,140.0
2305.01028,1,6.0,1.0,24.0,2023-05-01,16.0,6.666666666666667,16.0
2305.01050,1,7.0,0.0,28.0,2023-05-01,40.0,23.0,40.0
2305.01082,1,13.0,0.0,16.0,2023-05-01,29.0,9.0,5.0
2305.01099,1,7.0,0.0,28.0,2023-05-01,12.0,6.25,12.0
2305.01145,1,3.0,0.0,48.0,2023-05-02,23.0,10.0,23.0
2305.01146,1,45.0,1.0,45.0,2023-05-02,29.0,12.416666666666666,7.0
2305.01155,1,4.0,1.0,84.0,2023-05-02,42.0,19.454545454545453,24.0
2305.03507,1,32.0,1.0,39.0,2023-05-02,30.0,20.0,17.0
2305.01181,1,39.0,1.0,83.0,2023-05-02,26.0,15.5,14.0
2305.03503,1,10.0,0.0,38.0,2023-05-02,28.0,17.6,17.0
2305.01194,1,7.0,1.0,6.0,2023-05-02,86.0,21.444444444444443,86.0
2305.01195,1,5.0,0.0,27.0,2023-05-02,17.0,8.4,17.0
2305.01210,1,1815.0,172.0,93.0,2023-05-02,50.0,21.25,50.0
2305.01211,1,12.0,0.0,37.0,2023-05-02,13.0,7.333333333333333,13.0
2305.01219,1,141.0,6.0,57.0,2023-05-02,36.0,20.8,16.0
2305.01253,1,3.0,0.0,12.0,2023-05-02,49.0,31.333333333333332,49.0
2305.01278,1,106.0,10.0,61.0,2023-05-02,55.0,23.571428571428573,55.0
2305.03501,1,0.0,0.0,39.0,2023-05-02,6.0,5.0,4.0
2305.01323,1,1.0,0.0,45.0,2023-05-02,46.0,14.0,46.0
2305.01384,1,3.0,0.0,30.0,2023-05-02,23.0,8.571428571428571,18.0
2305.01427,1,0.0,0.0,37.0,2023-05-02,0.0,0.0,0.0
2305.01437,1,2.0,1.0,29.0,2023-05-02,61.0,36.5,61.0
2305.03510,1,6.0,0.0,53.0,2023-05-02,30.0,16.0,30.0
2305.01447,1,12.0,0.0,41.0,2023-05-02,101.0,34.4,45.0
2305.01498,1,30.0,2.0,30.0,2023-05-02,98.0,47.0,36.0
2305.01526,1,78.0,10.0,65.0,2023-05-02,42.0,14.444444444444445,31.0
2305.03511,1,1.0,0.0,59.0,2023-05-02,6.0,4.5,3.0
2305.01528,1,20.0,3.0,48.0,2023-05-02,71.0,20.8,71.0
2305.01550,1,2.0,0.0,28.0,2023-05-02,8.0,8.0,8.0
2305.00604,1,6.0,0.0,42.0,2023-05-01,54.0,25.285714285714285,54.0
2305.00607,1,37.0,3.0,54.0,2023-05-01,56.0,23.166666666666668,34.0
2305.00620,1,0.0,0.0,46.0,2023-05-01,21.0,9.8,8.0
2305.00627,1,8.0,0.0,18.0,2023-05-01,52.0,11.181818181818182,15.0
2305.00630,1,13.0,0.0,50.0,2023-05-01,9.0,7.0,9.0
2305.00635,1,2.0,0.0,72.0,2023-05-01,24.0,11.5,4.0
2305.04743,1,6.0,0.0,30.0,2023-05-01,9.0,3.0,1.0
2305.00640,1,12.0,0.0,56.0,2023-05-01,26.0,9.428571428571429,21.0
2305.00646,1,10.0,0.0,46.0,2023-05-01,37.0,15.142857142857142,37.0
2305.00986,1,4.0,1.0,7.0,2023-05-01,1.0,1.0,1.0
2305.00650,1,101.0,16.0,87.0,2023-05-01,56.0,26.25,56.0
2305.00666,1,62.0,10.0,51.0,2023-05-01,29.0,11.142857142857142,1.0
2305.00671,1,16.0,0.0,69.0,2023-05-01,39.0,16.6,22.0
2305.00673,1,315.0,78.0,51.0,2023-05-01,34.0,16.8,16.0
2305.00675,1,22.0,3.0,38.0,2023-05-01,6.0,4.0,6.0
2305.00678,1,48.0,0.0,43.0,2023-05-01,38.0,14.333333333333334,8.0
2305.00679,1,36.0,2.0,45.0,2023-05-01,36.0,19.666666666666668,36.0
2305.00691,1,5.0,1.0,64.0,2023-05-01,18.0,10.0,18.0
2305.00696,1,10.0,0.0,25.0,2023-05-01,44.0,19.833333333333332,31.0
2305.00715,1,0.0,0.0,10.0,2023-05-01,4.0,2.0,0.0
2305.00716,1,25.0,1.0,79.0,2023-05-01,55.0,16.166666666666668,55.0
2305.00718,1,0.0,0.0,30.0,2023-05-01,6.0,3.25,6.0
2305.00729,1,125.0,16.0,50.0,2023-05-01,38.0,17.6,38.0
2305.00738,1,7.0,0.0,71.0,2023-05-01,38.0,22.0,38.0
2305.00767,1,17.0,2.0,92.0,2023-05-01,28.0,15.0,17.0
2305.00773,1,7.0,0.0,14.0,2023-05-01,41.0,41.0,41.0
2305.00787,1,59.0,9.0,51.0,2023-05-01,50.0,22.8,28.0
2305.00795,1,11.0,0.0,65.0,2023-05-01,51.0,13.571428571428571,51.0
2305.00817,1,35.0,0.0,237.0,2023-05-01,46.0,19.0,46.0
2305.00837,1,6.0,0.0,61.0,2023-05-01,19.0,7.2,19.0
2305.00866,1,6.0,2.0,44.0,2023-05-01,33.0,18.0,28.0
2305.00923,1,8.0,1.0,36.0,2022-04-01,14.0,8.0,2.0
2305.00936,1,12.0,0.0,50.0,2023-05-01,7.0,6.25,7.0
2305.00942,1,70.0,7.0,80.0,2023-05-01,60.0,21.428571428571427,60.0
2305.00950,1,7.0,1.0,15.0,2023-04-07,36.0,14.75,17.0
2305.00970,1,9.0,0.0,50.0,2023-05-01,112.0,32.416666666666664,60.0
2305.01021,1,127.0,2.0,62.0,2023-05-01,69.0,43.75,42.0
2305.01040,1,49.0,1.0,51.0,2023-05-01,22.0,11.25,22.0
2305.01044,1,3.0,0.0,25.0,2023-05-01,39.0,17.0,12.0
2305.01058,1,1.0,0.0,10.0,2023-05-01,1.0,1.0,1.0
2305.00605,1,12.0,0.0,31.0,2023-05-01,12.0,6.2,12.0
2305.00608,1,7.0,2.0,103.0,2023-05-01,25.0,15.75,15.0
2305.00985,1,5.0,0.0,16.0,2023-05-01,20.0,13.333333333333334,10.0
2305.01507,1,11.0,0.0,70.0,2023-05-01,86.0,37.0,47.0
2305.00619,1,3.0,0.0,25.0,2023-05-01,35.0,13.0,35.0
2305.00621,1,14.0,2.0,45.0,2023-05-01,12.0,12.0,12.0
2305.00623,1,3.0,0.0,47.0,2023-05-01,10.0,6.333333333333333,10.0
2305.00624,1,144.0,2.0,64.0,2023-05-01,27.0,10.4,27.0
2305.01519,1,6.0,0.0,49.0,2023-05-01,11.0,5.4,0.0
2305.00654,1,6.0,0.0,81.0,2023-05-01,90.0,28.714285714285715,17.0
2305.00660,1,40.0,0.0,59.0,2023-05-01,13.0,11.333333333333334,11.0
2305.00663,1,3.0,0.0,5.0,2023-05-01,6.0,6.0,6.0
2305.00664,1,8.0,0.0,78.0,2023-05-01,19.0,11.833333333333334,17.0
2305.00677,1,7.0,0.0,45.0,2023-05-01,65.0,29.0,12.0
2305.00684,1,15.0,1.0,0.0,2023-05-01,58.0,41.5,58.0
2305.01475,1,6.0,0.0,83.0,2023-05-01,6.0,5.0,4.0
2305.00706,1,12.0,1.0,26.0,2023-05-01,12.0,7.5,6.0
2305.01473,1,3.0,0.0,59.0,2023-05-01,54.0,25.4,31.0
2305.00723,1,3.0,0.0,90.0,2023-05-01,31.0,16.75,31.0
2305.00724,1,5.0,2.0,39.0,2023-05-01,8.0,7.0,6.0
2305.00735,1,47.0,4.0,58.0,2023-05-01,54.0,23.333333333333332,54.0
2305.00769,1,9.0,2.0,31.0,2023-05-01,12.0,8.333333333333334,12.0
2305.00771,1,14.0,1.0,50.0,2023-05-01,71.0,26.25,17.0
2305.00780,1,17.0,1.0,46.0,2023-05-01,48.0,24.2,48.0
2305.00798,1,2.0,0.0,26.0,2023-05-01,11.0,5.0,2.0
2305.00805,1,9.0,0.0,46.0,2023-05-01,41.0,19.333333333333332,9.0
2305.02323,1,1.0,0.0,50.0,2023-05-01,5.0,3.0,5.0
2305.00832,1,17.0,1.0,31.0,2023-05-01,28.0,17.2,26.0
2305.00851,1,25.0,1.0,64.0,2023-05-01,53.0,19.75,53.0
2305.02213,1,0.0,0.0,31.0,2023-05-01,39.0,27.0,39.0
2305.00869,1,19.0,4.0,27.0,2023-05-01,31.0,14.2,31.0
2306.00253,1,8.0,1.0,84.0,2023-06-01,18.0,10.714285714285714,8.0
2306.00288,1,12.0,4.0,50.0,2023-06-01,46.0,24.0,46.0
2306.00301,1,4.0,0.0,24.0,2023-06-01,4.0,2.5,4.0
2306.01015,1,11.0,0.0,49.0,2023-06-01,69.0,30.88888888888889,69.0
2306.00346,1,2.0,0.0,19.0,2023-06-01,13.0,10.5,13.0
2306.01016,1,4.0,0.0,40.0,2023-06-01,41.0,18.857142857142858,5.0
2306.00369,1,12.0,0.0,22.0,2023-06-01,33.0,11.6,33.0
2306.00374,1,8.0,1.0,57.0,2023-06-01,26.0,10.25,26.0
2306.00377,1,0.0,0.0,20.0,2023-06-01,11.0,8.5,11.0
2306.00398,1,37.0,4.0,129.0,2023-06-01,39.0,19.0,8.0
2306.00400,1,2.0,0.0,21.0,2023-06-01,35.0,21.333333333333332,35.0
2306.00410,1,7.0,1.0,36.0,2023-06-01,29.0,9.8,29.0
2306.00418,1,28.0,2.0,37.0,2023-06-01,22.0,8.625,3.0
2306.00424,1,33.0,5.0,52.0,2023-06-01,32.0,18.4,32.0
2306.00434,1,22.0,1.0,54.0,2023-06-01,39.0,18.75,5.0
2306.00435,1,8.0,0.0,21.0,2023-06-01,53.0,16.833333333333332,53.0
2306.00437,1,4.0,1.0,29.0,2023-06-01,35.0,13.75,35.0
2306.00445,1,0.0,0.0,32.0,2023-06-01,1.0,0.6666666666666666,1.0
2306.00458,1,17.0,1.0,47.0,2023-06-01,31.0,14.75,31.0
2306.00477,1,36.0,2.0,76.0,2023-06-01,18.0,11.333333333333334,18.0
2306.00480,1,3.0,0.0,54.0,2023-06-01,14.0,6.0,14.0
2306.00482,1,2.0,0.0,118.0,2023-06-01,27.0,15.0,27.0
2306.00502,1,49.0,9.0,39.0,2023-06-01,38.0,15.666666666666666,38.0
2306.00503,1,31.0,2.0,126.0,2023-06-01,13.0,7.285714285714286,13.0
2306.00526,1,36.0,4.0,83.0,2023-06-01,20.0,11.75,20.0
2306.00535,1,0.0,0.0,30.0,2023-06-01,15.0,9.75,15.0
2306.00539,1,19.0,2.0,168.0,2023-06-01,44.0,15.0,8.0
2306.00550,1,2.0,0.0,17.0,2023-06-01,2.0,2.0,2.0
2306.00551,1,1.0,0.0,19.0,2023-06-01,11.0,7.666666666666667,7.0
2306.03773,1,7.0,1.0,35.0,2023-06-01,31.0,17.5,31.0
2306.00618,1,23.0,0.0,68.0,2023-06-01,66.0,29.0,66.0
2306.00639,1,19.0,3.0,67.0,2023-06-01,46.0,18.0,46.0
2306.00645,1,7.0,2.0,36.0,2023-06-01,56.0,31.0,56.0
2306.00652,1,2.0,1.0,49.0,2023-06-01,21.0,15.25,6.0
2306.00660,1,1.0,0.0,23.0,2023-06-01,23.0,11.4,22.0
2306.00665,1,7.0,1.0,17.0,2023-06-01,20.0,13.5,20.0
2306.00667,1,10.0,0.0,35.0,2023-06-01,57.0,22.0,5.0
2306.00672,1,22.0,0.0,34.0,2023-06-01,57.0,25.0,57.0
2306.00697,1,3.0,0.0,31.0,2023-06-01,42.0,17.0,42.0
2306.00262,1,2.0,1.0,47.0,2023-06-01,24.0,12.5,24.0
2306.00265,1,21.0,5.0,55.0,2023-06-01,42.0,17.714285714285715,32.0
2306.00272,1,3.0,0.0,11.0,2023-06-01,9.0,7.0,9.0
2306.00283,1,9.0,0.0,42.0,2023-06-01,53.0,31.333333333333332,53.0
2306.00294,1,10.0,3.0,25.0,2023-06-01,67.0,33.5,43.0
2306.00299,1,2.0,0.0,14.0,2023-06-01,1.0,1.0,1.0
2306.00303,1,4.0,0.0,199.0,2023-06-01,26.0,10.5,19.0
2306.00306,1,325.0,27.0,81.0,2023-06-01,46.0,19.4,46.0
2306.00310,1,7.0,0.0,46.0,2023-06-01,28.0,18.0,19.0
2306.00349,1,15.0,4.0,70.0,2023-06-01,46.0,20.0,46.0
2306.00354,1,39.0,6.0,84.0,2023-06-01,13.0,8.857142857142858,12.0
2306.00360,1,0.0,0.0,11.0,2023-06-01,2.0,1.5,2.0
2306.00370,1,12.0,0.0,21.0,2023-06-01,44.0,16.0,44.0
2306.00379,1,16.0,1.0,14.0,2023-06-01,19.0,8.25,19.0
2306.00385,1,42.0,5.0,14.0,2023-06-01,36.0,19.5,36.0
2306.00386,1,31.0,5.0,69.0,2022-10-10,49.0,22.333333333333332,15.0
2306.06113,1,13.0,0.0,48.0,2023-06-01,12.0,8.666666666666666,5.0
2306.00393,1,1.0,0.0,40.0,2023-06-01,32.0,12.857142857142858,18.0
2306.00396,1,53.0,6.0,83.0,2023-06-01,29.0,16.5,17.0
2306.00402,1,9.0,0.0,35.0,2023-06-01,67.0,32.0,67.0
2306.00407,1,7.0,0.0,76.0,2023-06-01,26.0,10.4,4.0
2306.00409,1,2.0,0.0,82.0,2023-06-01,62.0,24.0,62.0
2306.00416,1,61.0,2.0,58.0,2023-06-01,22.0,7.333333333333333,3.0
2306.00421,1,3.0,0.0,29.0,2023-06-01,22.0,9.714285714285714,12.0
2306.00427,1,3.0,0.0,52.0,2023-06-01,8.0,5.0,8.0
2306.00440,1,66.0,1.0,54.0,2023-06-01,22.0,11.333333333333334,2.0
2306.00446,1,0.0,0.0,26.0,2023-06-01,5.0,2.5,0.0
2306.00450,1,12.0,0.0,59.0,2023-06-01,75.0,23.333333333333332,5.0
2306.00451,1,33.0,4.0,31.0,2023-06-01,31.0,18.8,29.0
2306.00455,1,0.0,0.0,34.0,2023-06-01,1.0,1.0,1.0
2306.00473,1,2.0,0.0,20.0,2023-06-01,39.0,15.166666666666666,2.0
2306.00483,1,5.0,1.0,14.0,2023-06-01,50.0,31.666666666666668,33.0
2306.00499,1,70.0,7.0,29.0,2023-06-01,24.0,15.0,24.0
2306.00501,1,14.0,1.0,50.0,2023-06-01,19.0,11.25,17.0
2306.00519,1,25.0,0.0,53.0,2023-06-01,41.0,15.333333333333334,3.0
2306.00256,1,13.0,1.0,47.0,2023-06-01,80.0,26.2,80.0
2306.00258,1,158.0,4.0,58.0,2023-06-01,99.0,51.142857142857146,44.0
2306.00267,1,6.0,1.0,34.0,2023-06-01,4.0,2.5,1.0
2307.08649,1,1.0,0.0,23.0,2023-06-01,32.0,14.6,32.0
2306.07981,1,2.0,0.0,42.0,2023-06-01,53.0,22.6,53.0
2306.01012,1,1.0,0.0,26.0,2023-04-30,32.0,13.0,32.0
2306.00280,1,8.0,0.0,19.0,2023-06-01,40.0,25.6,18.0
2306.00281,1,2.0,0.0,23.0,2023-06-01,16.0,8.5,16.0
2306.00284,1,18.0,1.0,26.0,2023-06-01,30.0,14.222222222222221,12.0
2306.00295,1,1.0,0.0,34.0,2023-06-01,31.0,13.6,31.0
2306.00297,1,299.0,52.0,34.0,2023-06-01,65.0,24.5,65.0
2306.00312,1,14.0,2.0,75.0,2023-06-01,17.0,14.5,17.0
2306.00315,1,35.0,5.0,40.0,2023-06-01,47.0,17.6,47.0
2306.00317,1,60.0,3.0,59.0,2023-06-01,17.0,10.5,17.0
2306.00321,1,13.0,0.0,50.0,2023-06-01,25.0,17.75,13.0
2306.00323,1,43.0,3.0,65.0,2023-06-01,53.0,30.5,53.0
2306.00324,1,8.0,0.0,55.0,2023-06-01,74.0,33.666666666666664,74.0
2306.17169,1,0.0,0.0,42.0,2023-06-01,8.0,4.5,8.0
2306.00338,1,5.0,1.0,33.0,2023-06-01,44.0,21.25,44.0
2306.00342,1,8.0,1.0,74.0,2023-06-01,5.0,5.0,5.0
2306.00344,1,17.0,0.0,91.0,2023-06-01,18.0,8.8,18.0
2306.00352,1,2.0,1.0,33.0,2023-06-01,57.0,22.333333333333332,57.0
2306.00353,1,4.0,0.0,57.0,2023-06-01,4.0,4.0,4.0
2306.00356,1,17.0,1.0,20.0,2023-06-01,10.0,7.0,10.0
2306.00357,1,3.0,1.0,55.0,2023-06-01,10.0,7.666666666666667,10.0
2306.00361,1,6.0,1.0,52.0,2023-06-01,13.0,11.0,13.0
2306.00367,1,13.0,0.0,27.0,2023-06-01,102.0,32.333333333333336,102.0
2306.00381,1,30.0,2.0,50.0,2023-06-01,99.0,28.8,99.0
2306.00382,1,3.0,0.0,61.0,2023-06-01,25.0,14.5,25.0
2307.00186,1,30.0,0.0,33.0,2023-07-01,15.0,12.0,9.0
2307.01214,1,0.0,0.0,2.0,2023-07-01,59.0,21.0,8.0
2307.00209,1,1.0,0.0,28.0,2023-07-01,14.0,8.5,14.0
2307.01216,1,2.0,0.0,31.0,2023-07-01,41.0,23.5,41.0
2307.00259,1,24.0,3.0,60.0,2023-07-01,23.0,11.4,18.0
2307.00266,1,0.0,0.0,21.0,2023-07-01,22.0,9.5,3.0
2307.00279,1,9.0,1.0,114.0,2023-07-01,36.0,19.25,36.0
2307.00335,1,10.0,2.0,39.0,2023-07-01,18.0,13.0,18.0
2307.00342,1,2.0,0.0,36.0,2023-07-01,25.0,13.75,12.0
2307.00360,1,28.0,0.0,35.0,2023-07-01,24.0,11.8,6.0
2307.07518,1,14.0,2.0,16.0,2023-07-01,15.0,5.0,1.0
2307.00370,1,1.0,0.0,44.0,2023-07-01,44.0,15.615384615384615,28.0
2307.00374,1,2.0,0.0,35.0,2023-07-01,28.0,12.142857142857142,11.0
2307.00381,1,14.0,1.0,43.0,2023-07-01,10.0,5.6,7.0
2307.00382,1,9.0,2.0,27.0,2023-07-01,16.0,10.0,16.0
2307.04761,1,26.0,3.0,120.0,2023-07-01,38.0,19.6,38.0
2307.00449,1,10.0,0.0,52.0,2023-07-02,17.0,13.666666666666666,17.0
2307.00453,1,8.0,0.0,21.0,2023-07-02,43.0,16.333333333333332,43.0
2307.00456,1,8.0,0.0,65.0,2023-06-27,13.0,10.333333333333334,13.0
2307.00457,1,132.0,7.0,19.0,2023-07-02,30.0,20.142857142857142,16.0
2307.00461,1,1.0,0.0,29.0,2023-07-02,12.0,12.0,12.0
2307.00470,1,10.0,0.0,50.0,2023-07-02,4.0,3.0,2.0
2307.00509,1,4.0,0.0,39.0,2023-07-02,30.0,13.0,30.0
2307.00524,1,136.0,7.0,45.0,2023-07-02,92.0,30.4,92.0
2307.00526,1,9.0,0.0,32.0,2023-07-02,7.0,4.0,3.0
2307.00569,1,0.0,0.0,35.0,2023-07-02,21.0,13.5,21.0
2307.00589,1,261.0,36.0,84.0,2023-07-02,32.0,17.285714285714285,18.0
2307.00610,1,2.0,1.0,15.0,2023-07-02,8.0,6.5,8.0
2307.01225,1,0.0,0.0,77.0,2023-07-03,21.0,7.25,2.0
2307.00729,1,2.0,0.0,22.0,2023-07-03,44.0,20.0,44.0
2307.01226,1,35.0,0.0,75.0,2023-07-03,9.0,4.4,2.0
2307.00759,1,6.0,2.0,19.0,2023-07-03,18.0,10.5,18.0
2307.00769,1,6.0,0.0,63.0,2023-07-03,23.0,9.666666666666666,13.0
2307.00782,1,9.0,0.0,28.0,2023-07-03,60.0,22.5,8.0
2307.00787,1,9.0,0.0,20.0,2023-07-03,7.0,6.0,5.0
2307.01230,1,20.0,0.0,35.0,2023-07-03,48.0,25.333333333333332,48.0
2307.00852,1,2.0,0.0,68.0,2023-07-03,25.0,12.5,17.0
2307.00862,1,5.0,1.0,35.0,2023-07-03,66.0,27.5,19.0
2307.00866,1,16.0,3.0,31.0,2023-07-03,20.0,13.666666666666666,20.0
2307.00179,1,3.0,0.0,30.0,2023-07-01,120.0,27.4,12.0
2307.00182,1,13.0,1.0,29.0,2023-07-01,29.0,23.5,29.0
2307.00183,1,25.0,0.0,114.0,2023-07-01,30.0,14.833333333333334,29.0
2307.00198,1,4.0,1.0,108.0,2023-07-01,64.0,34.625,64.0
2307.00211,1,109.0,11.0,35.0,2023-07-01,74.0,29.5,74.0
2307.00212,1,7.0,1.0,74.0,2023-07-01,17.0,10.5,17.0
2307.00213,1,6.0,1.0,25.0,2023-07-01,5.0,5.0,5.0
2307.04816,1,19.0,0.0,45.0,2023-07-01,55.0,21.166666666666668,48.0
2307.00225,1,0.0,0.0,36.0,2023-07-01,63.0,23.6,63.0
2307.00226,1,0.0,0.0,30.0,2023-07-01,43.0,21.333333333333332,17.0
2307.00231,1,9.0,0.0,25.0,2023-07-01,12.0,7.0,2.0
2307.00240,1,0.0,0.0,24.0,2023-07-01,28.0,11.333333333333334,28.0
2307.00245,1,3.0,0.0,18.0,2023-04-03,28.0,16.4,28.0
2307.00257,1,1.0,0.0,28.0,2023-07-01,19.0,12.0,19.0
2307.00269,1,22.0,0.0,52.0,2023-07-01,44.0,22.666666666666668,44.0
2307.00270,1,73.0,6.0,57.0,2023-07-01,4.0,3.25,2.0
2307.00274,1,2.0,0.0,57.0,2023-07-01,21.0,8.6,10.0
2307.00280,1,0.0,0.0,77.0,2023-07-01,63.0,17.363636363636363,63.0
2307.00290,1,64.0,3.0,21.0,2023-07-01,40.0,15.875,40.0
2307.00293,1,8.0,0.0,46.0,2023-07-01,17.0,8.4,17.0
2307.00300,1,31.0,3.0,40.0,2023-07-01,31.0,16.428571428571427,31.0
2307.00306,1,14.0,1.0,68.0,2023-07-01,44.0,17.4,44.0
2307.00309,1,14.0,1.0,175.0,2023-07-01,5.0,5.0,5.0
2307.00313,1,8.0,3.0,73.0,2023-07-01,40.0,13.333333333333334,40.0
2307.00314,1,0.0,0.0,62.0,2023-07-01,7.0,7.0,7.0
2307.00320,1,4.0,0.0,67.0,2023-07-01,56.0,22.666666666666668,56.0
2307.00324,1,4.0,0.0,42.0,2023-07-01,43.0,14.0,43.0
2307.00327,1,14.0,0.0,79.0,2023-07-01,11.0,7.333333333333333,8.0
2307.00331,1,24.0,2.0,103.0,2023-07-01,38.0,21.75,38.0
2307.00347,1,16.0,0.0,68.0,2023-07-01,51.0,24.666666666666668,51.0
2307.00368,1,13.0,1.0,30.0,2023-07-01,75.0,30.714285714285715,48.0
2307.00371,1,81.0,6.0,74.0,2023-07-01,58.0,36.666666666666664,58.0
2307.00395,1,72.0,4.0,44.0,2023-06-01,60.0,22.333333333333332,60.0
2307.00397,1,22.0,2.0,39.0,2023-07-01,45.0,18.428571428571427,1.0
2307.00398,1,8.0,1.0,107.0,2023-07-01,51.0,25.75,51.0
2307.00407,1,8.0,0.0,49.0,2023-07-01,10.0,6.666666666666667,10.0
2307.00411,1,6.0,0.0,70.0,2023-07-01,30.0,18.333333333333332,30.0
2307.00421,1,1.0,0.0,24.0,2023-07-01,3.0,3.0,3.0
2307.00185,1,1.0,0.0,24.0,2023-07-01,16.0,7.0,3.0
2307.00215,1,0.0,0.0,29.0,2023-07-01,37.0,21.0,37.0
2307.00222,1,12.0,0.0,51.0,2023-07-01,42.0,17.428571428571427,42.0
2307.00227,1,0.0,0.0,43.0,2023-07-01,19.0,10.0,19.0
2307.00228,1,9.0,0.0,59.0,2023-04-01,20.0,9.222222222222221,20.0
2307.00233,1,3.0,1.0,43.0,2023-07-01,10.0,6.25,9.0
2307.00238,1,7.0,2.0,31.0,2023-07-01,3.0,3.0,3.0
2307.00246,1,4.0,0.0,17.0,2023-07-01,31.0,18.0,14.0
2307.00247,1,0.0,0.0,67.0,2023-07-01,16.0,7.0,16.0
2307.00252,1,4.0,0.0,29.0,2023-07-01,9.0,5.333333333333333,4.0
2307.00268,1,2.0,0.0,31.0,2023-07-01,5.0,4.5,4.0
2307.00285,1,11.0,0.0,73.0,2023-07-01,10.0,9.5,9.0
2307.00286,1,12.0,0.0,44.0,2023-07-01,10.0,9.5,9.0
2307.00296,1,7.0,0.0,64.0,2023-07-01,50.0,23.0,7.0
2307.00305,1,2.0,0.0,14.0,2023-07-01,29.0,15.5,29.0
2307.00310,1,17.0,1.0,52.0,2023-07-01,32.0,17.4,32.0
2307.00316,1,7.0,0.0,28.0,2023-07-01,12.0,8.6,10.0
2307.01217,1,137.0,10.0,60.0,2023-07-01,39.0,18.0,39.0
2307.00337,1,13.0,0.0,22.0,2023-07-01,26.0,11.333333333333334,26.0
2307.00344,1,5.0,1.0,68.0,2023-07-01,75.0,39.5,75.0
2307.00356,1,5.0,0.0,19.0,2023-07-01,13.0,6.6,0.0
2307.00359,1,4.0,0.0,46.0,2023-07-01,9.0,9.0,9.0
2307.00361,1,12.0,0.0,31.0,2023-07-01,8.0,3.25,2.0
2307.00364,1,27.0,1.0,53.0,2023-07-01,12.0,10.0,6.0
2307.00365,1,6.0,1.0,52.0,2023-07-01,41.0,24.5,8.0
2307.00379,1,30.0,1.0,36.0,2023-07-01,15.0,8.75,15.0
2307.00384,1,18.0,0.0,60.0,2023-07-01,32.0,16.8,26.0
2308.00221,1,59.0,12.0,58.0,2023-08-01,15.0,9.666666666666666,15.0
2308.01423,1,17.0,1.0,72.0,2023-08-01,9.0,7.5,6.0
2308.00240,1,13.0,0.0,34.0,2023-08-01,72.0,17.166666666666668,72.0
2308.00264,1,86.0,7.0,32.0,2023-08-01,7.0,5.5,5.0
2308.00295,1,4.0,0.0,30.0,2023-06-01,8.0,5.0,8.0
2308.02582,1,19.0,1.0,46.0,2023-08-01,31.0,13.166666666666666,27.0
2308.00319,1,20.0,2.0,50.0,2023-08-01,4.0,3.25,4.0
2308.00364,1,2.0,0.0,38.0,2023-08-01,18.0,7.333333333333333,18.0
2308.00399,1,13.0,2.0,36.0,2023-08-01,30.0,9.5,3.0
2308.00400,1,6.0,0.0,40.0,2023-08-01,25.0,15.6,18.0
2308.06241,1,1.0,0.0,23.0,2023-08-01,5.0,3.0,1.0
2308.00425,1,4.0,1.0,91.0,2023-08-01,41.0,19.5,41.0
2308.02537,1,1.0,0.0,58.0,2023-08-01,27.0,7.125,27.0
2308.00447,1,1.0,0.0,26.0,2023-08-01,7.0,7.0,7.0
2308.00479,1,21.0,0.0,8.0,2023-08-01,1.0,1.0,1.0
2308.00528,1,4.0,0.0,45.0,2023-08-01,18.0,10.333333333333334,10.0
2308.02539,1,1.0,0.0,32.0,2023-08-01,19.0,12.0,19.0
2308.02541,1,24.0,0.0,184.0,2023-08-01,9.0,9.0,9.0
2308.00624,1,0.0,0.0,9.0,2023-08-01,8.0,3.5,2.0
2308.00683,1,10.0,0.0,48.0,2023-08-01,4.0,3.0,4.0
2308.00755,1,86.0,4.0,56.0,2023-08-01,63.0,31.666666666666668,27.0
2308.00762,1,10.0,0.0,31.0,2023-08-01,43.0,11.333333333333334,43.0
2308.00802,1,1.0,0.0,29.0,2023-08-01,19.0,4.333333333333333,1.0
2308.02548,1,2.0,0.0,28.0,2023-07-29,127.0,34.25,2.0
2308.03679,1,0.0,0.0,0.0,2023-08-01,26.0,22.5,26.0
2308.00878,1,4.0,2.0,38.0,2023-08-01,12.0,6.0,0.0
2308.00939,1,25.0,0.0,44.0,2023-05-01,29.0,17.25,7.0
2308.00946,1,4.0,0.0,109.0,2023-08-02,31.0,15.0,19.0
